user_id,cond,turn_idx,speaker,ASK,EXPLAIN,EXAMPLE,AGREE,ELABORATE
P016,treatment,15,A,0,0,0,0,1
P016,treatment,16,B,0,0,0,1,0
P016,treatment,17,A,0,1,0,0,0
P016,treatment,18,B,0,1,0,0,0
P016,treatment,19,A,0,0,1,0,0
P016,treatment,20,B,0,0,0,0,1
P016,treatment,21,B,0,0,1,0,0
P016,treatment,22,A,0,0,0,0,1
P016,treatment,23,A,0,0,0,1,0
P016,treatment,24,B,0,0,0,0,1
P016,treatment,25,A,1,0,0,0,0
P016,treatment,26,B,0,0,0,0,1
P016,treatment,27,A,0,0,0,1,0
P016,treatment,28,B,1,0,0,0,0
P016,treatment,29,B,0,0,0,1,0
P016,treatment,30,A,0,0,0,0,1
P016,treatment,31,B,0,1,0,0,0
P016,treatment,32,A,0,0,0,0,1
P016,treatment,33,A,0,1,0,0,0
P016,treatment,34,A,0,0,1,0,0
P016,treatment,35,B,0,0,0,0,1
P016,treatment,36,A,1,0,0,0,0
P016,treatment,37,B,0,1,0,0,0
P016,treatment,38,A,1,0,0,0,0
P016,treatment,39,B,0,1,0,0,0
P017,treatment,1,A,1,0,0,0,0
P017,treatment,2,A,0,1,0,0,0
P017,treatment,3,B,0,0,1,0,0
P017,treatment,4,A,0,0,0,0,1
P017,treatment,5,A,0,1,0,0,0
P017,treatment,6,B,0,0,1,0,0
P017,treatment,7,B,0,0,0,0,1
P017,treatment,8,A,0,0,1,0,0
P017,treatment,9,B,0,0,0,0,1
P017,treatment,10,A,0,0,0,0,1
P017,treatment,11,A,0,1,0,0,0
P017,treatment,12,B,0,0,1,0,0
P017,treatment,13,B,0,0,0,0,1
P017,treatment,14,A,1,0,0,0,0
P017,treatment,15,A,0,0,0,0,1
P017,treatment,16,A,0,0,0,0,1
P017,treatment,17,B,1,0,0,0,0
P017,treatment,18,A,0,1,0,0,0
P017,treatment,19,A,0,1,0,0,0
P017,treatment,20,B,1,0,0,0,0
P017,treatment,21,A,0,0,1,0,0
P017,treatment,22,A,0,0,0,0,1
P017,treatment,23,B,0,0,1,0,0
P017,treatment,24,B,1,0,0,0,0
P017,treatment,25,B,0,1,0,0,0
P017,treatment,26,A,0,0,1,0,0
P017,treatment,27,B,1,0,0,0,0
P017,treatment,28,A,0,1,0,0,0
P017,treatment,29,B,0,0,0,0,1
P017,treatment,30,B,0,1,0,0,0
P017,treatment,31,A,0,0,0,0,1
P017,treatment,32,B,0,0,1,0,0
P017,treatment,33,A,0,0,0,0,1
P017,treatment,34,A,0,0,1,0,0
P018,treatment,1,A,1,0,0,0,0
P018,treatment,2,B,1,0,0,0,0
P018,treatment,3,A,0,1,0,0,0
P018,treatment,4,B,0,1,0,0,0
P018,treatment,5,A,0,0,1,0,0
P018,treatment,6,B,0,0,0,0,1
P018,treatment,7,A,0,0,0,1,0
P018,treatment,8,A,0,0,0,0,1
P018,treatment,9,B,1,0,0,0,0
P018,treatment,10,A,0,1,0,0,0
P018,treatment,11,B,0,0,1,0,0
P018,treatment,12,A,0,0,0,0,1
P018,treatment,13,B,0,0,0,1,0
P018,treatment,14,A,0,0,0,0,1
P018,treatment,15,B,0,0,0,0,1
P018,treatment,16,A,1,0,0,0,0
P018,treatment,17,A,0,0,0,0,1
P018,treatment,18,B,0,0,0,1,0
P018,treatment,19,A,0,0,0,0,1
P018,treatment,20,A,0,0,0,0,1
P018,treatment,21,A,0,0,0,0,1
P018,treatment,22,B,0,0,0,1,0
P018,treatment,23,B,0,0,0,0,1
P018,treatment,24,A,1,0,0,0,0
P018,treatment,25,A,0,0,0,0,1
P018,treatment,26,B,0,1,0,0,0
P018,treatment,27,A,0,0,1,0,0
P018,treatment,28,A,0,0,0,0,1
P018,treatment,29,B,0,0,0,0,1
P018,treatment,30,A,0,0,0,0,1
P018,treatment,31,A,0,0,0,1,0
P018,treatment,32,A,0,1,0,0,0
P018,treatment,33,A,0,0,1,0,0
P018,treatment,34,B,0,0,0,0,1
P018,treatment,35,B,0,0,0,1,0
P018,treatment,36,A,1,0,0,0,0
P018,treatment,37,B,0,0,0,0,1
P018,treatment,38,A,1,0,0,0,0
P018,treatment,39,A,0,0,0,0,1
P018,treatment,40,B,0,0,0,0,1
P018,treatment,41,A,0,1,0,0,0
P018,treatment,42,B,0,0,1,0,0
P018,treatment,43,A,0,0,0,0,1
P018,treatment,44,B,1,0,0,0,0
P018,treatment,45,B,0,0,0,1,0
P018,treatment,46,A,0,0,0,1,0
P018,treatment,47,A,0,0,0,0,1
P018,treatment,48,B,0,0,1,0,0
P018,treatment,49,A,0,0,0,1,0
P018,treatment,50,B,0,0,0,1,0
P018,treatment,51,B,0,0,0,0,1
P018,treatment,52,A,0,0,0,0,1
P018,treatment,53,B,0,0,1,0,0
P018,treatment,54,A,0,0,0,0,1
P018,treatment,55,B,1,0,0,0,0
P018,treatment,56,B,0,0,0,1,0
P019,treatment,1,A,1,0,0,0,0
P019,treatment,2,B,0,0,0,0,1
P019,treatment,3,A,1,0,0,0,0
P019,treatment,4,B,0,0,0,0,1
P019,treatment,5,A,0,0,0,0,1
P019,treatment,6,B,0,1,0,0,0
P019,treatment,7,A,0,0,1,0,0
P019,treatment,8,B,0,0,0,0,1
P019,treatment,9,A,0,0,1,0,0
P019,treatment,10,A,0,0,1,0,0
P019,treatment,11,B,0,0,0,0,1
P019,treatment,12,B,0,0,0,0,1
P019,treatment,13,A,0,0,0,0,1
P019,treatment,14,B,0,1,0,0,0
P019,treatment,15,A,0,0,0,1,0
P019,treatment,16,B,0,1,0,0,0
P019,treatment,17,B,0,0,1,0,0
P019,treatment,18,B,0,0,0,0,1
P019,treatment,19,A,1,0,0,0,0
P019,treatment,20,B,0,1,0,0,0
P019,treatment,21,B,0,0,1,0,0
P019,treatment,22,A,0,0,0,0,1
P019,treatment,23,B,0,0,0,1,0
P019,treatment,24,B,0,0,0,0,1
P019,treatment,25,A,0,0,0,1,0
P019,treatment,26,A,0,0,0,0,1
P019,treatment,27,B,0,0,0,0,1
P019,treatment,28,A,1,0,0,0,0
P019,treatment,29,B,0,0,1,0,0
P019,treatment,30,A,0,0,0,0,1
P019,treatment,31,A,0,0,1,0,0
P019,treatment,32,B,0,0,0,0,1
P019,treatment,33,A,0,0,1,0,0
P019,treatment,34,B,0,0,0,0,1
P019,treatment,35,A,0,1,0,0,0
P019,treatment,36,B,1,0,0,0,0
P019,treatment,37,A,0,1,0,0,0
P019,treatment,38,A,0,0,1,0,0
P019,treatment,39,B,0,0,0,0,1
P019,treatment,40,A,1,0,0,0,0
P019,treatment,41,B,0,1,0,0,0
P019,treatment,42,A,0,0,0,0,1
P019,treatment,43,A,0,0,1,0,0
P019,treatment,44,B,0,0,0,1,0
P019,treatment,45,A,0,1,0,0,0
P019,treatment,46,A,0,1,0,0,0
P019,treatment,47,B,0,1,0,0,0
P019,treatment,48,A,0,0,1,0,0
P019,treatment,49,B,0,0,0,0,1
P019,treatment,50,B,0,0,0,1,0
P019,treatment,51,B,0,0,0,0,1
P020,treatment,1,A,1,0,0,0,0
P020,treatment,2,B,0,1,0,0,0
P020,treatment,3,B,0,0,1,0,0
P020,treatment,4,B,1,0,0,0,0
P020,treatment,5,A,0,1,0,0,0
P020,treatment,6,B,0,0,0,0,1
P020,treatment,7,B,1,0,0,0,0
P020,treatment,8,B,0,1,0,0,0
P020,treatment,9,A,0,0,0,0,1
P020,treatment,10,B,1,0,0,0,0
P020,treatment,11,B,0,1,0,0,0
P020,treatment,12,B,0,0,0,0,1
P020,treatment,13,B,1,0,0,0,0
P020,treatment,14,B,0,0,0,0,1
P020,treatment,15,A,1,0,0,0,0
P020,treatment,16,B,0,0,0,0,1
P020,treatment,17,B,0,0,1,0,0
P020,treatment,18,B,1,0,0,0,0
P020,treatment,19,A,0,0,1,0,0
P020,treatment,20,B,0,0,0,1,0
P020,treatment,21,B,0,0,0,0,1
P020,treatment,22,A,0,1,0,0,0
P020,treatment,23,B,0,0,1,0,0
P020,treatment,24,A,0,0,0,0,1
P020,treatment,25,B,1,0,0,0,0
P020,treatment,26,A,0,1,0,0,0
P020,treatment,27,B,0,0,1,0,0
P020,treatment,28,A,0,0,0,0,1
P020,treatment,29,B,0,0,0,1,0
P020,treatment,30,A,0,0,0,0,1
P020,treatment,31,B,0,0,1,0,0
P020,treatment,32,A,0,0,0,1,0
P020,treatment,33,B,0,0,0,0,1
P021,treatment,1,A,1,0,0,0,0
P021,treatment,2,B,0,1,0,0,0
P021,treatment,3,B,0,0,1,0,0
P021,treatment,4,A,0,0,0,1,0
P021,treatment,5,A,1,0,0,0,0
P021,treatment,6,B,0,0,1,0,0
P021,treatment,7,B,0,0,1,0,0
P021,treatment,8,B,0,0,1,0,0
P021,treatment,9,A,0,0,0,0,1
P021,treatment,10,B,0,1,0,0,0
P021,treatment,11,A,0,0,1,0,0
P021,treatment,12,B,0,0,1,0,0
P021,treatment,13,A,0,0,0,0,1
P021,treatment,14,B,0,1,0,0,0
P021,treatment,15,B,0,0,1,0,0
P021,treatment,16,A,0,0,0,0,1
P021,treatment,17,A,0,0,0,1,0
P021,treatment,18,B,0,0,0,0,1
P021,treatment,19,A,0,0,0,1,0
P021,treatment,20,B,0,0,0,0,1
P021,treatment,21,A,0,0,0,0,1
P021,treatment,22,B,0,0,0,1,0
P021,treatment,23,A,0,1,0,0,0
P021,treatment,24,B,0,0,0,1,0
P021,treatment,25,A,0,0,0,0,1
P021,treatment,26,B,0,0,1,0,0
P021,treatment,27,A,0,0,1,0,0
P021,treatment,28,B,0,0,0,0,1
P021,treatment,29,A,0,0,0,1,0
P022,treatment,1,A,0,1,0,0,0
P022,treatment,2,B,0,0,0,1,0
P022,treatment,3,A,0,0,1,0,0
P022,treatment,4,B,0,1,0,0,0
P022,treatment,5,B,0,0,1,0,0
P022,treatment,6,B,1,0,0,0,0
P022,treatment,7,B,0,1,0,0,0
P022,treatment,8,A,0,0,0,0,1
P022,treatment,9,B,1,0,0,0,0
P022,treatment,10,B,0,1,0,0,0
P022,treatment,11,A,0,0,1,0,0
P022,treatment,12,B,0,0,0,0,1
P022,treatment,13,A,0,1,0,0,0
P022,treatment,14,A,0,0,1,0,0
P022,treatment,15,B,0,0,0,0,1
P022,treatment,16,A,0,0,1,0,0
P022,treatment,17,B,0,0,0,0,1
P022,treatment,18,A,0,0,1,0,0
P022,treatment,19,A,0,0,0,0,1
P022,treatment,20,A,0,1,0,0,0
P022,treatment,21,B,1,0,0,0,0
P022,treatment,22,A,0,1,0,0,0
P022,treatment,23,B,0,0,0,0,1
P022,treatment,24,B,0,0,1,0,0
P022,treatment,25,A,0,1,0,0,0
P022,treatment,26,A,0,0,1,0,0
P022,treatment,27,B,0,0,0,0,1
P022,treatment,28,A,0,0,0,0,1
P022,treatment,29,B,0,0,1,0,0
P023,treatment,1,A,1,0,0,0,0
P023,treatment,2,B,0,0,0,0,1
P023,treatment,3,B,0,0,0,1,0
P023,treatment,4,B,0,1,0,0,0
P023,treatment,5,B,0,0,1,0,0
P023,treatment,6,A,0,1,0,0,0
P023,treatment,7,A,1,0,0,0,0
P023,treatment,8,B,0,0,0,0,1
P023,treatment,9,A,1,0,0,0,0
P023,treatment,10,B,0,1,0,0,0
P023,treatment,11,A,0,1,0,0,0
P023,treatment,12,A,0,0,1,0,0
P023,treatment,13,B,0,0,0,0,1
P023,treatment,14,A,1,0,0,0,0
P023,treatment,15,B,0,1,0,0,0
P023,treatment,16,B,0,0,1,0,0
P023,treatment,17,A,0,0,1,0,0
P023,treatment,18,B,0,0,0,0,1
P023,treatment,19,A,0,1,0,0,0
P023,treatment,20,A,0,0,1,0,0
P023,treatment,21,B,0,0,0,0,1
P023,treatment,22,A,0,0,0,0,1
P023,treatment,23,B,0,1,0,0,0
P023,treatment,24,A,1,0,0,0,0
P023,treatment,25,B,0,1,0,0,0
P023,treatment,26,A,0,0,1,0,0
P023,treatment,27,A,0,0,0,0,1
P023,treatment,28,B,0,0,1,0,0
P023,treatment,29,A,0,0,0,1,0
P023,treatment,30,B,0,1,0,0,0
P023,treatment,31,B,0,0,0,0,1
P023,treatment,32,A,0,0,0,1,0
P023,treatment,33,B,0,1,0,0,0
P023,treatment,34,A,0,0,1,0,0
P023,treatment,35,B,0,0,0,0,1
P023,treatment,36,A,0,1,0,0,0
P023,treatment,37,B,0,0,1,0,0
P023,treatment,38,A,1,0,0,0,0
P023,treatment,39,B,0,1,0,0,0
P023,treatment,40,A,0,0,0,0,1
P023,treatment,41,A,0,0,0,0,1
P023,treatment,42,A,0,0,0,1,0
P023,treatment,43,A,0,0,0,0,1
P023,treatment,44,B,1,0,0,0,0
P023,treatment,45,A,0,0,1,0,0
P023,treatment,46,B,0,0,1,0,0
P023,treatment,47,B,0,0,0,1,0
P023,treatment,48,A,0,1,0,0,0
P024,treatment,1,A,1,0,0,0,0
P024,treatment,2,B,0,0,0,0,1
P024,treatment,3,B,0,1,0,0,0
P024,treatment,4,A,0,1,0,0,0
P024,treatment,5,B,1,0,0,0,0
P024,treatment,6,B,0,1,0,0,0
P024,treatment,7,A,0,0,1,0,0
P024,treatment,8,B,0,0,0,1,0
P024,treatment,9,A,0,0,0,1,0
P024,treatment,10,B,0,1,0,0,0
P024,treatment,11,A,0,0,1,0,0
P024,treatment,12,B,0,0,0,0,1
P024,treatment,13,A,0,0,1,0,0
P024,treatment,14,A,1,0,0,0,0
P024,treatment,15,B,0,1,0,0,0
P024,treatment,16,A,1,0,0,0,0
P024,treatment,17,B,1,0,0,0,0
P024,treatment,18,B,0,0,0,0,1
P024,treatment,19,A,0,0,0,0,1
P024,treatment,20,A,1,0,0,0,0
P024,treatment,21,B,0,0,1,0,0
P024,treatment,22,A,0,0,0,1,0
P024,treatment,23,A,0,0,1,0,0
P024,treatment,24,B,1,0,0,0,0
P025,treatment,1,A,1,0,0,0,0
P025,treatment,2,B,0,1,0,0,0
P025,treatment,3,A,0,0,0,0,1
P025,treatment,4,B,0,0,1,0,0
P025,treatment,5,A,1,0,0,0,0
P025,treatment,6,B,0,1,0,0,0
P025,treatment,7,B,0,1,0,0,0
P025,treatment,8,A,0,0,0,0,1
P025,treatment,9,A,1,0,0,0,0
P025,treatment,10,B,1,0,0,0,0
P025,treatment,11,A,0,0,1,0,0
P025,treatment,12,A,0,0,0,0,1
P025,treatment,13,B,0,1,0,0,0
P025,treatment,14,A,0,0,1,0,0
P025,treatment,15,B,0,0,0,1,0
P025,treatment,16,A,0,0,1,0,0
P025,treatment,17,B,1,0,0,0,0
P025,treatment,18,B,0,0,1,0,0
P025,treatment,19,A,0,0,0,0,1
P025,treatment,20,A,0,0,0,1,0
P025,treatment,21,B,1,0,0,0,0
P025,treatment,22,A,0,1,0,0,0
P025,treatment,23,B,0,0,1,0,0
P025,treatment,24,B,1,0,0,0,0
P025,treatment,25,A,0,1,0,0,0
P025,treatment,26,B,0,0,0,1,0
P025,treatment,27,A,1,0,0,0,0
P025,treatment,28,B,0,1,0,0,0
P025,treatment,29,A,0,0,1,0,0
P025,treatment,30,B,1,0,0,0,0
P025,treatment,31,A,0,0,0,0,1
P025,treatment,32,B,0,0,0,1,0
P025,treatment,33,B,0,0,0,0,1
P025,treatment,34,B,0,1,0,0,0
P025,treatment,35,A,0,0,0,1,0
P025,treatment,36,B,0,0,1,0,0
P025,treatment,37,A,0,1,0,0,0
P025,treatment,38,B,0,0,0,0,1
P025,treatment,39,A,0,1,0,0,0
P025,treatment,40,B,0,0,1,0,0
P025,treatment,41,B,0,0,1,0,0
P025,treatment,42,B,0,0,0,1,0
P025,treatment,43,A,0,1,0,0,0
P026,treatment,1,A,0,0,0,0,1
P026,treatment,2,A,0,0,0,1,0
P026,treatment,3,B,0,0,0,0,1
P026,treatment,4,B,0,0,1,0,0
P026,treatment,5,A,0,0,0,0,1
P026,treatment,6,A,0,0,0,0,1
P026,treatment,7,B,0,1,0,0,0
P026,treatment,8,B,0,0,1,0,0
P026,treatment,9,A,0,0,0,0,1
P026,treatment,10,A,0,1,0,0,0
P026,treatment,11,B,0,0,0,0,1
P026,treatment,12,A,0,1,0,0,0
P026,treatment,13,B,0,0,0,0,1
P026,treatment,14,A,0,1,0,0,0
P026,treatment,15,A,0,1,0,0,0
P026,treatment,16,B,0,0,1,0,0
P026,treatment,17,A,0,1,0,0,0
P026,treatment,18,B,0,0,0,0,1
P026,treatment,19,A,1,0,0,0,0
P026,treatment,20,B,0,0,0,1,0
P026,treatment,21,B,0,1,0,0,0
P026,treatment,22,A,0,1,0,0,0
P026,treatment,23,B,0,0,1,0,0
P026,treatment,24,B,0,0,1,0,0
P026,treatment,25,A,0,0,0,0,1
P026,treatment,26,B,0,0,0,0,1
P026,treatment,27,A,0,0,0,1,0
P026,treatment,28,A,0,0,1,0,0
P026,treatment,29,B,0,0,0,0,1
P026,treatment,30,B,0,0,0,0,1
P026,treatment,31,A,0,0,0,1,0
P026,treatment,32,B,0,0,1,0,0
P026,treatment,33,B,0,0,0,1,0
P026,treatment,34,A,0,1,0,0,0
P026,treatment,35,B,0,0,0,0,1
P026,treatment,36,A,0,1,0,0,0
P026,treatment,37,B,1,0,0,0,0
P026,treatment,38,B,0,1,0,0,0
P026,treatment,39,B,1,0,0,0,0
P026,treatment,40,A,0,1,0,0,0
P026,treatment,41,B,0,0,0,1,0
P026,treatment,42,A,0,0,1,0,0
P026,treatment,43,A,0,0,0,0,1
P026,treatment,44,A,1,0,0,0,0
P026,treatment,45,A,0,1,0,0,0
P026,treatment,46,B,0,1,0,0,0
P027,treatment,1,A,1,0,0,0,0
P027,treatment,2,B,0,1,0,0,0
P027,treatment,3,B,0,1,0,0,0
P027,treatment,4,B,1,0,0,0,0
P027,treatment,5,A,0,0,0,0,1
P027,treatment,6,B,0,1,0,0,0
P027,treatment,7,A,0,0,1,0,0
P027,treatment,8,B,0,0,0,0,1
P027,treatment,9,A,0,0,1,0,0
P027,treatment,10,B,0,0,0,0,1
P027,treatment,11,A,0,1,0,0,0
P027,treatment,12,A,0,0,0,0,1
P027,treatment,13,A,1,0,0,0,0
P027,treatment,14,B,0,0,0,1,0
P027,treatment,15,B,1,0,0,0,0
P027,treatment,16,A,0,0,0,0,1
P027,treatment,17,A,0,0,0,0,1
P027,treatment,18,B,0,1,0,0,0
P027,treatment,19,A,1,0,0,0,0
P027,treatment,20,B,0,1,0,0,0
P027,treatment,21,A,0,0,0,0,1
P027,treatment,22,A,0,0,1,0,0
P027,treatment,23,B,0,0,1,0,0
P027,treatment,24,B,0,0,1,0,0
P027,treatment,25,A,0,0,0,0,1
P027,treatment,26,A,0,1,0,0,0
P027,treatment,27,B,0,0,0,0,1
P027,treatment,28,A,0,0,0,1,0
P027,treatment,29,B,0,0,0,0,1
P027,treatment,30,A,0,0,0,1,0
P027,treatment,31,B,0,1,0,0,0
P027,treatment,32,A,0,1,0,0,0
P027,treatment,33,A,0,0,1,0,0
P027,treatment,34,B,0,0,0,0,1
P027,treatment,35,A,0,0,1,0,0
P027,treatment,36,A,1,0,0,0,0
P027,treatment,37,A,0,0,0,0,1
P027,treatment,38,B,0,0,1,0,0
P027,treatment,39,A,0,0,0,1,0
P027,treatment,40,A,0,0,0,0,1
P027,treatment,41,A,0,0,0,0,1
P027,treatment,42,B,0,0,0,1,0
P027,treatment,43,A,1,0,0,0,0
P027,treatment,44,B,0,0,0,0,1
P027,treatment,45,B,0,0,0,0,1
P027,treatment,46,A,0,1,0,0,0
P027,treatment,47,B,0,0,0,0,1
P027,treatment,48,A,0,0,0,1,0
P027,treatment,49,B,0,1,0,0,0
P027,treatment,50,A,0,0,0,0,1
P027,treatment,51,A,1,0,0,0,0
P027,treatment,52,B,0,1,0,0,0
P027,treatment,53,B,0,0,1,0,0
P027,treatment,54,A,0,0,0,0,1
P027,treatment,55,A,0,1,0,0,0
P027,treatment,56,A,0,0,1,0,0
P028,treatment,1,A,0,0,1,0,0
P028,treatment,2,A,0,0,0,0,1
P028,treatment,3,B,0,0,0,1,0
P028,treatment,4,A,0,0,0,0,1
P028,treatment,5,B,0,1,0,0,0
P028,treatment,6,A,0,0,0,0,1
P028,treatment,7,A,1,0,0,0,0
P028,treatment,8,B,0,1,0,0,0
P028,treatment,9,A,0,0,1,0,0
P028,treatment,10,B,0,0,0,0,1
P028,treatment,11,B,0,0,0,1,0
P028,treatment,12,A,0,0,1,0,0
P028,treatment,13,B,0,0,1,0,0
P028,treatment,14,A,0,0,0,1,0
P028,treatment,15,A,0,1,0,0,0
P028,treatment,16,B,0,0,1,0,0
P028,treatment,17,A,0,1,0,0,0
P028,treatment,18,B,0,0,1,0,0
P028,treatment,19,A,0,0,0,1,0
P028,treatment,20,B,0,0,0,0,1
P028,treatment,21,A,0,1,0,0,0
P028,treatment,22,A,1,0,0,0,0
P028,treatment,23,A,0,0,0,0,1
P028,treatment,24,B,0,0,0,1,0
P028,treatment,25,A,0,1,0,0,0
P028,treatment,26,B,0,0,0,0,1
P028,treatment,27,B,0,0,0,0,1
P028,treatment,28,A,0,0,0,0,1
P028,treatment,29,B,0,1,0,0,0
P028,treatment,30,B,0,0,1,0,0
P028,treatment,31,A,0,0,1,0,0
P028,treatment,32,B,1,0,0,0,0
P028,treatment,33,A,0,1,0,0,0
P028,treatment,34,B,1,0,0,0,0
P028,treatment,35,A,1,0,0,0,0
P028,treatment,36,A,0,0,0,0,1
P028,treatment,37,B,0,0,0,0,1
P028,treatment,38,B,0,0,0,1,0
P028,treatment,39,A,0,0,0,0,1
P028,treatment,40,B,0,0,1,0,0
P028,treatment,41,B,0,0,0,0,1
P028,treatment,42,A,0,0,0,1,0
P028,treatment,43,B,0,1,0,0,0
P028,treatment,44,A,0,0,0,0,1
P028,treatment,45,B,1,0,0,0,0
P028,treatment,46,A,0,0,0,0,1
P028,treatment,47,B,0,1,0,0,0
P028,treatment,48,A,0,0,0,1,0
P028,treatment,49,B,0,0,1,0,0
P028,treatment,50,A,0,0,0,0,1
P028,treatment,51,B,1,0,0,0,0
P028,treatment,52,B,0,0,1,0,0
P028,treatment,53,A,0,0,0,0,1
P028,treatment,54,A,0,1,0,0,0
P028,treatment,55,A,0,0,0,0,1
P028,treatment,56,A,0,0,0,0,1
P029,treatment,1,A,0,0,0,1,0
P029,treatment,2,A,0,1,0,0,0
P029,treatment,3,B,0,0,0,0,1
P029,treatment,4,A,0,0,1,0,0
P029,treatment,5,B,0,0,0,0,1
P029,treatment,6,A,0,1,0,0,0
P029,treatment,7,B,0,0,0,1,0
P029,treatment,8,B,0,0,1,0,0
P029,treatment,9,A,0,0,0,0,1
P029,treatment,10,B,0,1,0,0,0
P029,treatment,11,A,0,0,1,0,0
P029,treatment,12,B,0,0,0,0,1
P029,treatment,13,A,0,0,1,0,0
P029,treatment,14,B,0,0,1,0,0
P029,treatment,15,B,0,1,0,0,0
P029,treatment,16,A,0,0,0,0,1
P029,treatment,17,B,0,0,1,0,0
P029,treatment,18,A,1,0,0,0,0
P029,treatment,19,A,1,0,0,0,0
P029,treatment,20,B,0,0,0,0,1
P029,treatment,21,A,0,0,1,0,0
P029,treatment,22,A,1,0,0,0,0
P029,treatment,23,B,0,0,0,0,1
P029,treatment,24,A,0,0,1,0,0
P029,treatment,25,B,0,0,1,0,0
P029,treatment,26,A,0,0,0,1,0
P029,treatment,27,B,0,0,0,0,1
P029,treatment,28,A,0,1,0,0,0
P029,treatment,29,B,0,1,0,0,0
P029,treatment,30,A,0,0,1,0,0
P029,treatment,31,A,0,0,0,0,1
P029,treatment,32,A,1,0,0,0,0
P029,treatment,33,B,0,0,0,0,1
P029,treatment,34,A,0,0,0,0,1
P029,treatment,35,B,0,1,0,0,0
P029,treatment,36,A,0,0,0,0,1
P029,treatment,37,B,0,0,0,1,0
P029,treatment,38,A,0,0,0,0,1
P029,treatment,39,B,0,1,0,0,0
P029,treatment,40,A,0,0,0,1,0
P029,treatment,41,B,1,0,0,0,0
P029,treatment,42,A,1,0,0,0,0
P029,treatment,43,B,0,1,0,0,0
P029,treatment,44,B,0,0,1,0,0
P030,treatment,1,A,1,0,0,0,0
P030,treatment,2,B,0,1,0,0,0
P030,treatment,3,A,0,0,1,0,0
P030,treatment,4,B,0,0,0,1,0
P030,treatment,5,B,0,0,0,0,1
P030,treatment,6,B,1,0,0,0,0
P030,treatment,7,B,0,1,0,0,0
P030,treatment,8,A,0,0,1,0,0
P030,treatment,9,B,0,1,0,0,0
P030,treatment,10,A,1,0,0,0,0
P030,treatment,11,B,0,1,0,0,0
P030,treatment,12,B,0,0,1,0,0
P030,treatment,13,A,0,0,0,0,1
P030,treatment,14,B,0,0,1,0,0
P030,treatment,15,B,0,0,0,0,1
P030,treatment,16,A,1,0,0,0,0
P030,treatment,17,A,0,1,0,0,0
P030,treatment,18,B,0,0,0,1,0
P030,treatment,19,A,0,0,0,0,1
P030,treatment,20,A,0,0,1,0,0
P030,treatment,21,A,0,0,0,0,1
P030,treatment,22,B,0,0,0,0,1
P030,treatment,23,B,0,1,0,0,0
P030,treatment,24,A,0,0,1,0,0
P030,treatment,25,B,1,0,0,0,0
P030,treatment,26,A,0,1,0,0,0
P030,treatment,27,B,0,1,0,0,0
P030,treatment,28,A,0,0,0,0,1
P030,treatment,29,A,0,0,1,0,0
P030,treatment,30,B,1,0,0,0,0
P030,treatment,31,B,0,0,0,1,0
P030,treatment,32,A,0,0,0,0,1
P030,treatment,33,B,0,0,1,0,0
P030,treatment,34,A,1,0,0,0,0
P030,treatment,35,B,0,1,0,0,0
P030,treatment,36,B,1,0,0,0,0
P030,treatment,37,A,0,0,1,0,0
P030,treatment,38,B,0,1,0,0,0
P030,treatment,39,A,0,0,0,0,1
P030,treatment,40,A,0,0,1,0,0
P030,treatment,41,B,1,0,0,0,0
P030,treatment,42,A,1,0,0,0,0
P030,treatment,43,B,0,1,0,0,0
P030,treatment,44,A,0,0,0,0,1
P030,treatment,45,B,0,0,0,0,1
P030,treatment,46,A,0,1,0,0,0
P030,treatment,47,B,1,0,0,0,0
P030,treatment,48,A,0,0,0,0,1
P030,treatment,49,B,0,0,1,0,0
P030,treatment,50,A,1,0,0,0,0
P030,treatment,51,B,0,0,1,0,0
P030,treatment,52,A,1,0,0,0,0
P030,treatment,53,B,0,0,0,0,1
P030,treatment,54,A,0,0,0,0,1
P030,treatment,55,A,0,0,1,0,0
P030,treatment,56,A,1,0,0,0,0
P030,treatment,57,B,0,1,0,0,0
P031,treatment,1,A,0,0,0,1,0
P031,treatment,2,B,0,0,0,1,0
P031,treatment,3,A,0,0,0,0,1
P031,treatment,4,B,0,1,0,0,0
P031,treatment,5,B,0,0,0,0,1
P031,treatment,6,B,0,1,0,0,0
P031,treatment,7,A,0,0,1,0,0
P031,treatment,8,B,0,0,0,1,0
P031,treatment,9,A,0,1,0,0,0
P031,treatment,10,B,0,0,0,1,0
P031,treatment,11,A,0,0,0,0,1
P031,treatment,12,B,0,0,1,0,0
P031,treatment,13,A,0,0,0,0,1
P031,treatment,14,A,0,0,0,1,0
P031,treatment,15,B,0,0,0,0,1
P031,treatment,16,B,0,0,1,0,0
P031,treatment,17,A,0,0,0,0,1
P031,treatment,18,B,0,0,0,0,1
P031,treatment,19,A,0,1,0,0,0
P031,treatment,20,B,0,0,1,0,0
P031,treatment,21,A,0,0,0,0,1
P031,treatment,22,B,1,0,0,0,0
P031,treatment,23,A,0,0,0,0,1
P031,treatment,24,B,0,1,0,0,0
P031,treatment,25,A,0,0,1,0,0
P031,treatment,26,A,0,1,0,0,0
P032,treatment,1,A,1,0,0,0,0
P032,treatment,2,B,0,1,0,0,0
P032,treatment,3,B,1,0,0,0,0
P032,treatment,4,A,0,1,0,0,0
P032,treatment,5,B,0,0,1,0,0
P032,treatment,6,B,1,0,0,0,0
P032,treatment,7,B,0,1,0,0,0
